ML_PN	LR_ID	MW_ID	TI P/N	ALIASES
HGPT0319	ULK319	HYU-1285	171707.0	TIK-HYU-85	95440-D2000-BLH
HGPT0445	ULK445	HYU-1304		TIK-HYU-109	95440-F2002
HGPV0246	ULK246			TIK-HYU-246	95440-K5500
HGPV1940	ULK1940	HYU-1390	201059.0	TIK-HYU-198	95440-K5012
HGPV5002	ULK5002	HYU-1429	198738.0		95440-K5002
HGPX9630	ULK9630	HYU-1400	201448.0	TIK-HYU-183	95440-G9630
HGRT0007	HYU007	HYU-1200	171852.0	TIK-HYU-11	95430-2H200
HGRT0047	HYU047	HYU-1274	180748.0	TIK-HYU-71	95430-F2300
HGST0063	ULK063	HYU-1250	181180.0	TIK-HYU-23R	95440-3M220, 95440-3Q000, 181399, HYU-1250 RC,
HGST0064	ULK064	HYU-1277	171716.0		95440-2M420
HKFA0025	KIA025	KIA-1142	182250.0	TIK-KIA-34	95430-2K250
HKFA0027	KIA027	KIA-1139	182253.0	TIK-KIA-41	95430-2K340
HKFA0065	HYU065	HYU-1314	171622.0	TIK-HYU-149	95430-K2500
KAFA0120	KIA0120	KIA-1237	196320.0	TIK-KIA-182N	95430-K0120
HGFA2400	HYU2400	OEM-HYU-1313	150632.0	TIK-HYU-149N	95430-K2400
HKFA9050	HYU9050	HYU-1417	197252.0	TIK-HYU-161	95430-N9050
HKFA9300	HYU9300	HYU-1451	201812.0	TIK-HYU-152	95430-J9300
KAFH0110	KIA0110	195336.0	195336.0	TIK-KIA-157	95430-K0110
KAFJ5110	KIA5110				95430-C5110
HKFT0034	HYU034	HYU-1258	182259.0	TIK-HYU-60	95430-C1010
HKFT0051	HYU051	HYU-1297	182266.0	TIK-HYU-92	95430-J0700
KAFT0052	KIA052	KIA-1167	182284.0	TIK-KIA-178	95430-A7200
HKFT0066	HYU066	HYU-1320	171655.0	TIK-HYU-123	95430-L1000
HKFT0600	HYU600				95430-AA600
HKPE9441	ULK9441	OEM-HYU-1437-1	202749.0		95440-CU100
HKPH0488	ULK488	HYU-1334	171794.0		95440-S1570
HKPH0503	ULK503	OEM-KIA-1218	171807.0		95440-S9200
HKPJ0210	ULK210	KIA-1169	181231.0		95440-C6000
HKPR4011	ULK4011	KIA-1269			95440-AT110
HKPT0113	ULK113	OEM-HYU-1276		TIK-HYU-56	95440-C1000NNA
HKRA0001	HYU001	HYU-1233	180730.0		95411-0W100
HKRA0014	KIA014	KIA-1052	171840.0	TIK-KIA-25	95430-B2100
HKRJ0016	KIA016	KIA-1058	180754.0		95430-3E420
JLPA0013	JAG013	JAG-1716	181219.0	TIK-JAG-19	EW93-15K601-BD
JLPJ0008	LDR008	LAND-1320	181241.0	TIK-ROV-16	LR060129
KAFA0024	KIA024	KIA-1146	140072.0	TIK-KIA-49	95430-3W701
KAFF0080	KIA080	KIA-1199	171700.0		95430-A9350
KAFJ0010	KIA0010	KIA-1245	197188.0		95430-K0010
KAFJ0036	KIA036	KIA-1149	182286.0	TIK-KIA-59	95430-B2100
KAFJ0037	KIA037	KIA-1138	182293.0	TIK-KIA-48	95430-1U500
KAFJ0041	KIA041	KIA-1157	182278.0	TIK-KIA-57	95430-3W350
KAFJ0046	KIA046	KIA-1162	182289.0	TIK-KIA-65	95430-C5100
KAFJ0050	KIA050	KIA-1164	182298.0	TIK-KIA-86	95430-D9000
KAFJ0081	KIA081	KIA-1194	182303.0	TIK-KIA-121	95430-K0000
KAFJ0091	KIA091	KIA-1217	171696.0	TIK-KIA-132	95430-D9410
KAFJ6500	KIA6500	KIA-1243	196326.0	TIK-KIA-160	95430-M6500
KAFT0039	KIA039	KIA-1145	182282.0	TIK-KIA-42	95430-A7400
KAFT0049	KIA049	KIA-1163	182291.0	TIK-KIA-80	95430-D4000
KAFT0063	KIA063	KIA-1189	182301.0	TIK-KIA-105	95430-M6000
KAFT0097	KIA097	KIA-1212	202739.0		95430-L2000
KAPB0515	ULK515	KIA-1211	171796.0	TIK-KIA-127	95440-L3020
KAPB0593	ULK593	KIA-1224	171798.0	TIK-KIA-150	95440-L3430
KAPB7200	ULK7200	KIA-1272	198176.0	TIK-KIA-158	95440-M7200
KAPE1200	ULK1200	KIA-1281	198042.0	TIK-KIA-185	95440-P1200
KAPF0156	ULK156	KIA-1168	171811.0	TIK-KIA-70	95440-A9300
KAPH0129	KIA129	KIA-1297	203137.0		95440-P1110
KAPH0171	KIA171	KIA-1275	na	TIK-KIA-171	95440-P1100
KAPH9640	ULK9640	KIA-1288	201677.0	TIK-KIA-210	95440-S9640
KAPJ0151	ULK151	KIA-1161	181230.0	TIK-KIA-69	95440-3W500
KAPJ0289	ULK289	KIA-1184	171759.0		95440-B2200
KAPJ0399	ULK399	KIA-1191	181237.0	TIK-KIA-115	95440-S9000
KAPJ0411	ULK411	KIA-1188	181235.0	TIK-KIA-107	95440-C6100
KAPJ0495	ULK495	KIA-1209	171781.0	TIK-KIA-133	95440-D9600
KAPR0504	ULK504	KIA-1204 / ULK473N	171777.0	TIK-KIA-123N	95440-Q5400
KAPR0913	ULK913	KIA-1307	204281.0	TIK-KIA-212	95440-P2AK0
KAPR0930	ULK930	KIA-1252	201538.0	TIK-KIA-188	95440-S9530
KAPR1400	ULK832	KIA-1264	201494.0	TIK-KIA-170	95440-P1400
KAPR5010	ULK5010	OEM-KIA-1248	195296.0	TIK-KIA-177N	95440-R5010
KAPT0092	ULK092	KIA-1151	181226.0	TIK-KIA-73	95440-2T510
KAPT0152	ULK152N	OEM-KIA-1171	140077.0		95440-A7500
KAPT0155	ULK155	KIA-1172	171764.0	TIK-KIA-78R	95440-D5000
KAPT0414	ULK414	KIA-1190		TIK-KIA-118	95440-M7001
KAPT7300	ULK7300	KIA-1250	202727.0	TIK-KIA-169	95440-M7300
KARA0005	KIA005	KIA-1127	180746.0	TIK-ILC-175	95430-1G012
KASJ0069	ULK069	KIA-1141	181221.0		95440-1U050
KAST0067	ULK067	KIA-1140	181220.0	TIK-KIA-30R	95440-2T100	95440-2T100
MTHA0095	ULK095	MIT-RHK-9	184871.0		6370B944
MTHA0154	ULK154	MIT-RHK 8	182353.0	TIK-MIT-45	6370B904
MTHA0392	ULK392N	MIT-RHK 11			6370C135
MTHA0392	ULK392N	MIT-RHK 11		TIK-MIT-53
MTPA0362	ULK362N	OEM-MIT-867		TIK-MIT-52
MTPA0637	ULK637	OEM-MIT-871	200700.0	TIK-MIT-62	8637C253
MTPJ0174	ULK174	MIT-863	181285.0	TIK-MIT-41	8637C813
MTPJ8637	ULK8637	MIT-872	201067.0	TIK-MIT-59	8637C254
MTSA0057	ULK057	MIT-859	181282.0	TIK-MIT-25R	8637C803
MTSA0219	ULK219	MIT-865	181286.0	TIK-MIT-42R	8637B153
MTSA0983	ULK983	MIT-888	-	TIK-MIT-64	285E3W430P
MTSA8007	ULK8007	MIT-887	200907.0	TIK-MIT-63	8637D007
MTSJ3650	ULK3650			TIK-MIT-66	285E3W650P
MZFA0021	MAZ021	MAZ-320	182346.0	TIK-MAZ-20	BCR2-67-5RY
MZFT0022	MAZ022	MAZ-330	182349.0	TIK-MAZ-40	BBM4-67-5RY
MZHT0160	ULK160	OEM-MIT-RHK 10	172232.0		6370B945
MZPA0017	MAZ017	MAZ-411	181265.0	TIK-MAZ-57	BCY1-67-5RY
MZPA0019	MAZ019	MAZ-416			EHY5-67-5RYA
MZPA0027	MAZ027				TDY2-67-5RYA
MZPA0038	MAZ038	MAZ-412	181266.0	TIK-MAZ-46	KDY3-67-5DY-FCC01
MZPA0047	MAZ047	MAZ-423	181278.0	TIK-MAZ-46	KDY3-67-5DY-FCC02
MZPA0052	MAZ052	MAZ-426	172139.0	TIK-MAZ-66	BCYN-67-5DYB
MZPA0069	MAZ069	MAZ-429	172141.0	TIK-MAZ-69	TAYA-67-5DYB
MZPJ0037	MAZ037	MAZ-414	181269.0	TIK-MAZ-31	TEY1-67-5RY
MZPJ0042	MAZ042	MAZ-419	181274.0	TIK-MAZ-59	TKY2-67-5DY
MZPJ0048	MAZ048	MAZ-422	181276.0	TIK-MAZ-59	TK52-67-5DY
MZPJ0053	MAZ053	MAZ-428	172160.0	TIK-MAZ-71	TAYB-67-5DYB
MZPJ0056	MAZ056	MAZ-431	172153.0	TIK-MAZ-70	DGY2-67-5DYB
MZPT0012	MAZ012	MAZ-379	172143.0	TIK-MAZ-24	NFY7-67-5RYB
MZPT0018	MAZ018	MAZ-413	181268.0	TIK-MAZ-29	BBY2-67-5RY
MZPT0039	MAZ039	MAZ-417	181273.0	TIK-MAZ-56	GJY9-67-5DY-C01
MZPT0046	MAZ046	MAZ-424	181279.0	TIK-MAZ-56	GJY9-67-5DY-C02
MZPT0051	MAZ051	MAZ-425	172151.0	TIK-MAZ-71	BCYA-67-5DYB
MZPT0054	MAZ054	MAZ-427	172159.0	TIK-MAZ-72	GDYL-67-5DY
NSFA0132	ULK132	NIS-332	182363.0	TIK-NIS-53R	H0561-4BA1B
NSHA0018	NIS018	NIS-RHK	182365.0	TIK-NIS-15	H0561-C993A
NSHT0019	NIS019	NIS-RHK 4	182367.0	TIK-NIS-17	H0561-3AA0B
NSPA0022	NIS022	NIS-319	181295.0	TIK-NIS-43	285E3-1KM0D
NSPA0033	NIS033	NIS-339	181310.0	TIK-NIS-31	285E3-1HJ2A
NSPA0051	ULK051	NIS-320	181297.0	TIK-NIS-51	285E3-9PB3A
NSPA0085	ULK085	NIS-338	181309.0		285E3-4CB1C
NSPA0166	ULK166	NIS-342	181313.0	TIK-NIS-59R	285E3-5AA1C
NSPA0272	ULK272	NIS-354	181321.0	TIK-NIS-83R	285E3-5RA0A
NSPA0333	NSPA0333	NSPA0333	NSPA0333	NSPA0333	NSPA0333
NSPA0433	ULK433	NIS-394	200333.0		285E3-9BU1A
NSPA2853	ULK2853	NIS-385	200178.0	TIK-NIS-107	285E3-5MR1B, 285E3-5MR1E,
NSPA6102	ULK6102
NSPB0049	ULK049	NIS-402	202772.0	na	285E3-6LA6A
NSPB0053	ULK053	NIS-323	181299.0	TIK-NIS-47	285E3-9HP5B
NSPB0079	ULK079	NIS-363	181329.0	TIK-NIS-90	285E3-9DJ3B
NSPB0125	ULK125	NIS-343	181314.0	TIK-NIS-60R	285E3-4RA0B
NSPB0205	ULK205	INF-1529	181212.0	TIK-INF-40	285E3-4HK0A
NSPB0549	ULK549	NIS-356	181323.0	TIK-NIS-85	285E3-6CA6A
NSPB0649	ULK649	NIS-391	na	TIK-NIS-106	285E3-6LS5A
NSPB6165	ULK6165				285E3-6LY5E
NSPH0024	INF024	INF-1526	181209.0	TIK-INF-38	285E3-1LA5A
NSPH0046	NIS046	NIS-349	181316.0	TIK-NIS-70	285E3-1LB5A
NSPH0054	ULK054	NIS-324	181300.0	TIK-NIS-57	285E3-9PB5A
NSPH0101	ULK101	NIS-360	181326.0	TIK-NIS-65R
NSPH0124	ULK124	NIS-340	181311.0	TIK-NIS-57R	285E3-5AA5C
NSPH0146	NIS146	NIS-403	203562.0		285E3-1LB5B
NSPH0187	ULK187	NIS-351	181318.0	TIK-NIS-65	285E3-6FL7B
NSPH0204	ULK204	INF-1528	181211.0		285E3-9NF5A
NSPH0275	ULK275	NIS-362	181328.0		285E3-9UF7B
NSPH0591	ULK591	NIS-393	201331.0	TIK-NIS-99	285E3-6XR7A
NSPH0775	ULK775	NIS-392	197181.0		285E3-7LA7A
NSPH4911	ULK4911				285E3-9UH7A
NSPH5460	ULK5460		197145.0		285E3-6SA7B
NSPH6127	ULK6127		197181.0		285E3-7LA7E
NSPJ0026	NIS026	NIS-313	181293.0	TIK-NIS-27	285E3-1AA0B
NSPJ0027	NIS027	NIS-315	181294.0	TIK-NIS-28	285E3-ZQ31A
NSPJ0047	NIS047	NIS-352	181319.0	TIK-NIS-69	285E3-1LP0C
NSPJ0082	ULK082	NIS-335	181308.0	TIK-NIS-54
NSPJ4705	ULK4705				285E3-6SA3A
NSPR0099	ULK099	NIS-341	181312.0		285E3-5AA3D
NSPR0180	ULK180	NIS-350	181317.0	TIK-NIS-64	285E3-6FL2B
NSPR0201	ULK201	NIS-325	181301.0
NSPR0308	ULK308	NIS-355	181322.0	TIK-NIS-82	285E3-5RA6A
NSPR0334	ULK334	NIS-361	181327.0	TIK-NIS-86	285E3-9UF5B
NSPR0434	ULK434				285E3-9BU5B	285E3-9BU5A
NSPR0581	ULK581	NIS-366	199047.0	TIK-NIS-97	285E3-6TA5B	285E3-6XR5A
NSPR0652	ULK652		197138.0		285E3-6RA5E
NSPR0787	NIS787	NIS-388	196295.0	TIK-NIS-112	285E3-6JU4A
NSPR2854	ULK2854	NIS-389	197138.0	TIK-NIS-110	285E3-6RA5A
NSPR6126	ULK6126	NIS-399	202332.0		285E3-6LY5A
NSPT0010	INF010	INF-1521	181206.0	TIK-INF-32	285E3-1MP0A
NSPT0028	NIS028	NIS-331	181305.0	TIK-NIS-52	285E3-3SG0D
NSPT0052	ULK052	NIS-321	181298.0	TIK-NIS-46	285E3-9HP4B
NSPT0088	ULK088	INF-1527	181210.0	TIK-INF-37	285E3-4HD0C
NSPT0130	ULK130	NIS-344	181315.0	TIK-NIS-61	285E3-9HS4A
NSPT0188	ULK188	INF-1530	181213.0	TIK-INF-41R	285E3-4HB0C
NSPT0322	ULK322	NIS-386	201335.0	TIK-NIS-96	285E3-6LA1A
NSPT0522	ULK522	NIS-359	181325.0	TIK-NIS-91	285E3-6CA1A
NSPT6119	ULK6119				285E3-6LY1A
NSPT6559	ULK6559				285E3-6LY1E
NSRA0014	NIS014	NIS-238	180788.0	TIK-NIS-13R	28268-EA000
NSSA0021	NIS021	NIS-301	181290.0	TIK-NIS-23	285E3-EM31D
NSSA0023	NIS023	NIS-304	181291.0	TIK-NIS-19	285E3-1AA0A
NSSA0032	NIS032	NIS-334	181307.0		285E3-1ET5A	285E3-1ET1C	285E3-1ET5C
NSST0005	INF005	INF-1478	181203.0	TIK-INF-21	285E3-JK65A
NSST0007	INF007	INF-1480	17228.0	TIK-INF-22R618	285E3-EH10D
NSST0009	INF009	INF-1472	181200.0	TIK-INF-22N	285E3-EH11A
NSST0024	NIS024	NIS-298	181289.0	TIK-NIS-46	285E3-JA05A
SBHT0009	SUB009	SUB-933	182371.0	TIK-SUB-22	57497AJ10A
SBHT0010	SUB010	SUB-938	182383.0	TIK-SUB-20	57497FJ230
SBHT0016	SUB016	SUB-935	182387.0	TIK-SUB-21	57497FJ240
SBHT0017	SUB017	SUB-944	182379.0	TIK-SUB-33	57497-FL00A
SBHT0019	SUB019	SUB-946	182381.0	TIK-SUB-40	57497SJ051
SBHT0022	SUB022	SUB-951	172369.0	TIK-SUB-41	57497AN00B
SBHT0025	SUB025	SUB-952	172368.0	TIK-SUB-43	57497VA330
SBHT0496	SUB496	SUB-959	241576.0		57497AN03A
SBPA0012	SUB012	SUB-939	181334.0	TIK-SUB-25	88835CA060
SBPT0253	ULK253	SUB-941	181336.0	TIK-SUB-29	88835AL04B
SBPT0255	ULK255	SUB-943	181337.0	TIK-SUB-37	88835FL03C
SBPT0355	ULK355	SUB-956	202298.0	TIK-SUB-45	88835XC00A
SBRT0004	SUB004	SUB-937	180801.0	TIK-SUB-17	88036FG030
SZPT007	SUZ007	SUZ-1424	181339.0	TIK-SUZ-17	37172-57L20
TXFA0092	TOY092	SCION-1342	182394.0		89070-12B00
TXFA0144	TOY144	TOY-286	182396.0	TIK-TOY-147	89070-42G00
TXFA0157	TOY157	TOY-283	182392.0	TIK-TOY-131	89070-0R300
TXFT0108	TOY108	TOY-269	182417.0	TIK-TOY-112	89070-06791
TXFT0235	TOY235	TOY-272			89070-33E91
TXFT0890	TOY890				89070-02E00
TXHA0022	LEX022				89070-35140
TXHA0023	LEX023	TOY-243	172390.0		89070-60090
TXHA0059	TOY059	TOY-249 H	182403.0	TIK-TOY-86	89070-42D30
TXHA0072	TOY072	TOY-247 H	182402.0	TIK-TOY-32	89070-0R121
TXHA0077	TOY077	SCION-1337	172400.0	TIK-SCI-29	89070-52G30
TXHA0078	TOY078	TOY-262 H	182406.0	TIK-TOY-137	89070-0R130
TXHA0091	TOY091	TOY-253	172397.0	TIK-TOY-85	89070-42820
TXHA1337	TOY1337	SCION-1338	182407.0		89070-52G20
TXHJ0088	TOY088	TOY-248 H	182419.0	TIK-TOY-33	89070-0C060
TXHJ0096	TOY096	TOY-251 H	182422.0	TIK-TOY-87	89070-42830
TXHT0049	TOY049	TOY-210 G	182432.0	TIK-TOY-59	89070-33C40
TXHT0050	TOY050	TOY-210	182430.0	TIK-TOY-20	89070-06232
TXHT0051	TOY051	TOY-209 G	182429.0	TIK-TOY-79	89070-02620
TXHT0052	TOY052	TOY-209	182427.0	TIK-TOY-43	89070-02270
TXHT0061	TOY061	TOY-250 H	172419.0	TIK-TOY-89	89070-02882
TXHT0083	TOY083	TOY-250 H	172419.0	TIK-TOY-89	89070-06421
TXPA0036	LEX036	LEX-45	181263.0	TIK-LEX-45	89904-78460
TXPA0046	TOY046	TOY-205	181352.0	TIK-TOY-48	89904-47373
TXPA0047	TOY047	TOY-184	181348.0	TIK-TOY-80	89904-48100
TXPA0048	TOY048	TOY-239	181363.0	TIK-TOY-76	89904-0R061
TXPA0050	LEX050	LEX-68	172432.0	TIK-LEX-60	8990H-76010
TXPA0063	TOY063	TOY-235	181357.0		89904-35010
TXPA0066	TOY066	TOY-254	181371.0	TIK-TOY-81	89904-52290
TXPA0100	TOY100	TOY-257	181375.0	TIK-TOY-91	89904-0E090, 89904-60J70,
TXPA0131	TOY131	OEM-TOY-267	140093.0	TIK-TOY-114	89904-F4020
TXPA0140	TOY140	TOY-280-1	-	TIK-TOY-128	8990H-0R010
TXPA0183	TOY183	TOY-369			8990H-47240
TXPA0185	TOY185	TOY-297			8990H-0E010
TXPA0192	TOY192	TOY-318	172452.0	TIK-TOY-154	89904-35060
TXPA0192	TOY192	TOY-318	172452.0	TIK-TOY-154	89904-35060	89904-0C050
TXPA0194	TOY194	TOY-307	172442.0	TIK-TOY-148	89904-47710
TXPA0200	TOY200	TOY-322	200306.0	TIK-TOY-164	8990H-0R200
TXPA0240	TOY240	TOY-280			8990H-42010	8990H42010
TXPA0244	TOY244	TOY-328	197204.0	TIK-TOY-157	8990H-35010
TXPA0244	TOY244	TOY-328	197204.0		8990H-35010
TXPA0322	TOY322	TOY-348	197193.0	TIK-TOY-160	8990H-12561
TXPA0360	TOY360			TIK-TOY-173	8990H-0E360
TXPA1723	TOY1723				8990H-0E590
TXPA6100	LEX6100			TIK-LEX-71	8990H-76101
TXPA8930	TOY8930	TOY-349			8990H-0C031
TXPF0039	TOY039	TOY-241	181366.0	TIK-TOY-44	89904-08010
TXPF0181	TOY181	TOY-316	172552.0	TIK-TOY-151	8990H-08012R
TXPJ0037	LEX037	LEX-44	181262.0	TIK-LEX-47	89904-0E170
TXPJ0042	TOY042	TOY-178	181344.0	TIK-TOY-30	89904-48110
TXPJ0061	LEX061	LEX-54	172484.0		89904-60U80
TXPJ0062	LEX062	LEX-58	172469.0		89904-48V80
TXPJ0062	LEX062	LEX-58	172469.0		89904-48V80
TXPJ0085	TOY085	TOY-252	181370.0	TIK-TOY-36	89904-0R080
TXPJ0062	TOY062	TOY-255	181373.0	TIK-TOY-88	89904-0E121
TXPJ0143	TOY143	TOY-281	181391.0	TIK-TOY-129	8990H-0R030
TXPJ0166	TOY166	TOY-296	181392.0	TIK-TOY-141	8990H-0E020
TXPJ0167	TOY167	TOY-358		TIK-TOY-167	8990H-0C021
TXPJ0220	TOY220	TOY-357	200971.0	TIK-TOY-165	8990H-0R220
TXPJ0226	TOY226				8990H-0R040	8990H0R040
TXPJ0242	TOY242	OEM-TOY-326	182783.0	TIK-TOY-172	8990H-0E370
TXPJ0780	LEX780		-	TIK-LEX-76	8990H-78020
TXPJ6001	LEX6001	LEX-81	202360.0		8990H-60010
TXPJ6590	LEX6590	LEX-62	202356.0	TIK-LEX-72	8990H-76591
TXPK0067	TOY067	TOY-208	181353.0	TIK-TOY-49	89904-47352
TXPK0188	TOY188		172519.0		89904-47790
TXPS0191	TOY191	OEM-TOY-317	150648.0	TIK-TOY-152	8990H-08020
TXPS0191	TOY191	OEM-TOY-317		TOY-TOY-152N	8990H-08021
TXPS0191	TOY191				8990H-08022
TXPT0006	LEX006	LEX-23	181242.0	TIK-LEX-21	89904-30270
TXPT0007	LEX007	LEX-33	181252.0	TIK-LEX-22	89904-50380
TXPT0009	LEX009	LEX-36	181254.0	TIK-LEX-40	89904-06170
TXPT0030	TOY030	TOY-175	181341.0	TIK-TOY-29	89904-06041
TXPT0031	TOY031	TOY-175 E	181342.0		89904-06070
TXPT0040	TOY040	TOY-238	181361.0	TIK-TOY-58	89904-06130
TXPT0043	LEX043	LEX-51		TIK-LEX-55	8990H-06010
TXPT0043	TOY043	TOY-242	181368.0	TIK-TOY-72	89904-06140
TXPT0085	LEX085	LEX-66			8990H-06021
TXPT0087	TOY087	SCION-1341	181332.0	TIK-SCI-33	89904-WB003
TXPT0118	TOY118	TOY-270	181382.0	TIK-TOY-111	89904-06200
TXPT0148	TOY148	TOY-278	181388.0	TIK-TOY-125	8990H-12180
TXPT0155	TOY155	TOY-371	214277.0	TIK-TOY-185	8990H-AQ010
TXPT0186	TOY186	TOY-305; TOY-290		TIK-TOY-139	8990H-07070
TXPT0227	TOY227				8990H-02030
TXPT0255	TOY225				8990H-07080
TXPT0640	TOY640				8990H-12640
TXPU0232	TOY232	TOY-320	172544.0	TIK-TOY-163	8990H-0C010
TXRA0001	TOY001	TOY-112	180769.0	TIK-TOY-22	89742-AE010
TXRA0028	TOY023	TOY-133	180803.0	TIK-TOY-38	89742-0C020
TXRA1022		TOY-160	172557.0
TXRF0008	TOY008	TOY-121	180781.0	TIK-TOY-34	89742-AE050
TXRT0018	TOY018	TOY-130	180808.0
TXSA0028	TOY028	TOY-163	181340.0	TIK-TOY-26	89994-47061
VLPT0618	ULK618	VOLVO-564			31419894.0
VLPT2604	na	OEM-VOLVO-561		TIK-VOL-29	31652604.0
VLPT5215		VOLVO-572	na	TIK-VOL-36	32256986.0
VLST0209	ULK209	VOLVO-557	182435.0		30659637.0
VLST2732	VOL2732		-	TIK-VOL-13	31252732.0
VOSZ0167	ULK167				31419131.0
VWFT0014	VW014				5K0837202AE
	219.42
		OEM-NIS-360	138793.0
	ACU004	ACURA-853	172060.0	TIK-ACU-08	72147-S0K-A01
	ACU007	ACURA-863
	ACU009	ACURA-879	182307.0	TIK-ACU-10	72147-SEC-A02
	ACU011D2	ACURA-889 M2	184869.0	TIK-ACU-25	35111-STX-329	ACURA-889 M2 RC
	ACU012	ACURA-890	171896.0	TIK-ACU-23	35111-SEP-306
	ACU013	ACURA-906 M1	171891.0	TIK-ACU-27	35113-TL0-A00
	ACU014	ACURA-896	180957.0	TIK-ACU-34	72147-TX4-A41
	ACU016N	ACURA-893	139942.0	TIK-ACU-20	72147-SJA-A01
	ACU020	ACURA-905	180962.0	TIK-ACU-36	72147-TZ5-A01
HAPT0211	ACU021	ACURA-909	181105.0	TIK-ACU-39	72147-TZ3-A01
	ACU022	ACURA-908	180964.0	TIK-ACU-37	72147-TZ6-A51
	ACU023	ACURA-898	171926.0	TIK-ACU-33	72147-TX4-A01
	ACU024D1	ACURA-897 M1			72147-TX6-A01
HAPT0261	ACU026D1	ACURA-913 D1	180970.0	TIK-ACU-38R	72147-TY2-A01
	ACU026D2	ACURA-913 D2	180971.0		72147-TY2-A11
HAPB0028	ACU028	OEM-ACURA-912 M1	140110.0	TIK-ACU-40NM1	72147-TZ3-A51
	ACU028D1	ACURA-912 D1	180968.0		72147-TX6-C61
	ACU028D2	ACURA-912 D2			72147-TX6-C71
	ACU034	ACURA-911	180966.0	TIK-ACU-41	72147-TZ6-A71
	ACU039D2	ACURA-914 M2	180973.0		72147-TZ3-A81
	ACU039	ACURA-914		TIK-ACU-50
	ACU041#1	ACURA-918 M1	180976.0		72147-TJB-A01
	ACU044	ACURA-919	171994.0	TIK-ACU-58	72147-TJB-A41
	ACU044N	OEM-ACURA-919	138891.0	TIK-ACU-58N	72147-TJB-A41
	ACU471	ACURA-921	196316.0	TIK-ACU-66
	AUD005	AUDI-1982	156636.0		8P0837220A
	AUD006	AUDI-1974	182441.0		8E0837220F
	AUD013	AUDI-1951	172640.0		MYT8Z0837231 4DO.837.231 P
	AUD014	AUDI-1957	172639.0		MYT8Z0837231 4DO.837.231 M
	AUD015	AUDI-1951	172640.0		MYT8Z0837231 4DO.837.231 E
	AUD016	AUDI-1955	182446.0		8Z0837231F
	BMW001	BMW-3 AM	154584.0		9367409-01
	BMW32TI
	CHRYSLER-3BTN-RHK SHELL-OHT		159211.0
	FBK005P	FOBIK-2151			05026886AJ
	FBK011	FOBIK-2051	170997.0		68066848AF					56021903.0
	FBK028P	FOBIK-2106 PX	171183.0		05026590AJ
	FRD015	FORD-R8042-B33	171216.0	TIK-FOR-38	164-R8042
	FRD017	FORD-R7032	181075.0	TIK-LIN-08	164-R7032
	FRD017N	SC-5912477	122201.0	TIK-LIN-08	164-R7032
	FRD019	FORD-R8091	181085.0	TIK-FOR-32	164-R8091
	FRD021	164-R7995-NEW	139797.0	TIK-FOR-54
	FRD027	FORD-R8096	171262.0	TIK-LIN-17	164-R8096					56021903.0	6008762.0
	FRD029	FORD-R8087	171263.0	TIK-FOR-49	164-R8087					56053000AH
	FRD034	FORD-R7016	171222.0	TIK-FOR-40	164-R7016
	FRD038	FORD-R7013	171246.0	TIK-FOR-41	164-R7013
FDHA0042	FRD042	FORD-R7043	171226.0	TIK-FOR-10	164-R7043
	FRD047				164-R7042
	FRD050	FORD-R7034	181077.0	TIK-FOR-14	164-R7034
	FRD050N	SC-5914119	180043.0	TIK-FOR-14	164-R7034
	FRD052				164-R7991	5923898.0
	FRD073	FORD-R8120	181067.0	TIK-FOR-59	164-R8120
	FRD084	FORD-R8106	171333.0	TIK-LIN-18	164-R8106
	FRD091	FORD-R8140	181094.0	TIK-FOR-84	164-R8140
	FRD092	FORD-R8147	181095.0	TIK-FOR-81	164-R8147
	FRD096	FORD-R8156	171318.0	TIK-LIN-23	164-R8156
	FRD099	FORD-R8067	171268.0	TIK-FOR-29	164-R8064
	FRD099N	OEM-FORD-R8067	122217.0	TIK-FOR-29N	164-R8064
FDPB0102	FRD102	FORD-R8154	181098.0	TIK-LIN-23	164-R8154
	FRD110N	OEM-FORD-R8198	140098.0	TIK-FOR-101N
	FRD200N	FORD-R8295			164-R8295
	FRD8315			TIK-KIA-100N	164-R8315
	FRD8334	SC-5945864	200078.0	TIK-FOR-153
	FRD8337	SC-5945868	200079.0	TIK-FOR-152	164-R8337
GMRU0003	GM003	GM-742	180712.0	TIK-GM-24	15883405.0
	GM009	GM-703	171544.0	TIK-CHV-23	15100811.0
	GM010	GM-700	171575.0	TIK-GM-17	22733523.0
	GM011	GM-676	171573.0	TIK-GM-28	15100812.0
	GM012	GM-727	171593.0	TIK-GM-36N	15100813.0
	GM013	GM-709	180688.0	TIK-GM-22	15777636.0
	GM014	GM-664	180714.0	TIK-GM-15	15114374.0
	GM018	GM-727	171593.0	TIK-GM-23	15788020.0
	GM020	GM-688	171609.0	TIK-GM-39	15114376.0
	GM026	GM-592	180707.0	TIK-CHV-32	10246215.0
	GM028	GM-585	180700.0	TIK-CHV-33	15732805.0
	GM029	GM-581	180686.0	TIK-CAD-33	15042968.0
	GM030	GM-588	180697.0	TIK-GM-46	10443537.0
	GM032	GM-611	180684.0	TIK-CHV-30	10246216.0
	GM032	GM-565	180657.0	TIK-CHV-30	16245100-29
	GM032	GM-568	180664.0	TIK-CHV-30	16245100-29
	GM033	GM-595	180677.0	TIK-CAD-38	16207901-5
	GM038	GM-578	180681.0	TIK-GM-20	15008008.0
